v_jv7033VUyHE_60.0_210.0.mp4	[{"caption": "Weather broadcaster updates about tropical forecast"}]
v_0_eIFN2FDoU_360.0_510.0.mp4	[{"caption": "Woman is talking to the camera in her living room."}]
v_0_eIFN2FDoU_210.0_360.0.mp4	[{"caption": "Girl commenting on other v loggers"}]
v_0_eIFN2FDoU_60.0_210.0.mp4	[{"caption": "Woman in blue top speaks directly to camera from the floor."}]
v_0_eIFN2FDoU_510.0_660.0.mp4	[{"caption": "Woman with blue top talks to camera in front of her couch."}]
v_0U3-7Ey3siA_210.0_360.0.mp4	[{"caption": "A black screen with texts describing events not shown in the video."}]
v_0U3-7Ey3siA_360.0_510.0.mp4	[{"caption": "A man is intimidated by some delicious food on a platter."}]
v_0U3-7Ey3siA_60.0_210.0.mp4	[{"caption": "Man in hoodie talks to camera by a white van."}]
v_rZQjpKRsPMQ_60.0_210.0.mp4	[{"caption": "People hold different protest signs."}]
v_rZQjpKRsPMQ_360.0_510.0.mp4	[{"caption": "A man and woman walk through a forest clearly near a logging site."}]
v_rZQjpKRsPMQ_210.0_360.0.mp4	[{"caption": "Soldiers escort people through the wilderness."}]
v_msAkt_9q6H0_210.0_360.0.mp4	[{"caption": "A mom holds on to her child in the snow."}]
v_msAkt_9q6H0_60.0_210.0.mp4	[{"caption": "Little boy enjoy cycling in the snow"}]
v_msAkt_9q6H0_360.0_510.0.mp4	[{"caption": "A toddler plays with a camera with his parents."}]
v_msAkt_9q6H0_660.0_810.0.mp4	[{"caption": "A baby in a gray onesie is playing in the living room."}]
v_msAkt_9q6H0_510.0_660.0.mp4	[{"caption": "Daddy with white top is feeding baby from a bowl"}]
v_wFPaHOAoGzI_210.0_360.0.mp4	[{"caption": "A woman is talking while applying makeup on face."}]
v_wFPaHOAoGzI_360.0_510.0.mp4	[{"caption": "A girl doing her face make up with a brush"}]
v_wFPaHOAoGzI_60.0_210.0.mp4	[{"caption": "Woman wipes her face with a brush."}]
v_wFPaHOAoGzI_660.0_810.0.mp4	[{"caption": "A woman applies make up whilst talking."}]
v_wFPaHOAoGzI_510.0_660.0.mp4	[{"caption": "A woman in a black top is applying makeup while talking to the camera."}]
v_7sf0ZL5KNZ8_360.0_510.0.mp4	[{"caption": "A reporter is showing the yellow interior of a large airplane and interviewing people inside of it."}]
v_sDpLUiHK_jE_360.0_510.0.mp4	[{"caption": "A couple on a bamboo boat"}]
v_sDpLUiHK_jE_60.0_210.0.mp4	[{"caption": "Man in yellow top is hanging around a garage."}]
v_sDpLUiHK_jE_210.0_360.0.mp4	[{"caption": "Man in red top holds a long stick."}]
v_BanSEQnGfFg_60.0_210.0.mp4	[{"caption": "Young woman goes to the airport \"club\" while her friends wait \"economy style\""}]
v_BanSEQnGfFg_210.0_360.0.mp4	[{"caption": "Woman waits for ride at the airport then gets in."}]
v_BanSEQnGfFg_360.0_510.0.mp4	[{"caption": "A woman in a black T-shirt is standing and talking in front of her camera and then she sits down"}]
v_cL8ouoEZtKM_360.0_510.0.mp4	[{"caption": "Man with backpack sets up a tripod."}]
v_cL8ouoEZtKM_210.0_360.0.mp4	[{"caption": "Man finds a pine cone during a walk in the woods."}]
v_cL8ouoEZtKM_60.0_210.0.mp4	[{"caption": "A man holding a camera hiking a mountain trail."}]
v_3Bk5MJEo2EA_360.0_510.0.mp4	[{"caption": "An Indian young woman walking a running around the city while talking to the camera"}]
v_3Bk5MJEo2EA_210.0_360.0.mp4	[{"caption": "A girl doing her face make up"}]
v_3Bk5MJEo2EA_60.0_210.0.mp4	[{"caption": "Couple sharing there breakfast menue"}]
v_3Bk5MJEo2EA_510.0_660.0.mp4	[{"caption": "Vlogger walks past the desert counter."}]
v_3Bk5MJEo2EA_660.0_810.0.mp4	[{"caption": "A woman talks about the jewelry she bought today"}]
v_5JOEKQhV1UA_60.0_210.0.mp4	[{"caption": "People are stopped in the road feeding monkeys."}]
v_5JOEKQhV1UA_210.0_360.0.mp4	[{"caption": "A dad's fun ride with his kid in a jungle"}]
v_5JOEKQhV1UA_360.0_510.0.mp4	[{"caption": "Father rides in a metal seat with his daughter."}]
v_hm4l6e_V-hQ_60.0_210.0.mp4	[{"caption": "A lady doing a room door of a cruise"}]
v_hm4l6e_V-hQ_210.0_360.0.mp4	[{"caption": "The woman in the red shirt rides the Skyride and pedals around the ship."}]
v_hm4l6e_V-hQ_360.0_510.0.mp4	[{"caption": "A couple get enjoy Elegant Night on a cruise ship"}]
v_hm4l6e_V-hQ_660.0_810.0.mp4	[{"caption": "a woman in red leggings attempts to climb a rope ladder"}]
v_7PKEbzSNwts_60.0_210.0.mp4	[{"caption": "Blonde woman talks with the shoe rack to the left."}]
v_7PKEbzSNwts_210.0_360.0.mp4	[{"caption": "A lady talking about the make up items she bought"}]
v_7PKEbzSNwts_360.0_510.0.mp4	[{"caption": "A lady applying lipstick on her lips"}]
v_7PKEbzSNwts_510.0_660.0.mp4	[{"caption": "A woman talks cheerfully in front of a shelf full of shoes in her home"}]
v_N5DpPCcQxJ4_360.0_510.0.mp4	[{"caption": "A group of women pose for some photographs beside some cacti and a white backdrop."}]
v_N5DpPCcQxJ4_210.0_360.0.mp4	[{"caption": "Tourist girl filming beautiful neighbourhood with her friend"}]
v_N5DpPCcQxJ4_60.0_210.0.mp4	[{"caption": "Beautiful restaurant dishes are shown from above."}]
v_FYU3KWg9TdQ_360.0_510.0.mp4	[{"caption": "Girl introducing a spry before wearing a mask"}]
v_FYU3KWg9TdQ_60.0_210.0.mp4	[{"caption": "A marbled dark cat with white boot patterns is eating out of a dish."}]
v_FYU3KWg9TdQ_210.0_360.0.mp4	[{"caption": "A woman talks to the camera about her day"}]
v_FYU3KWg9TdQ_660.0_810.0.mp4	[{"caption": "Blonde woman in black sweatshirt sits in a parked car."}]
v_FYU3KWg9TdQ_510.0_660.0.mp4	[{"caption": "A woman talks while behind the wheel of her stationary car quite excitedly with rapid hand gestures."}]
v_cLvULsyPH4E_60.0_210.0.mp4	[{"caption": "Mother does her daughter's hair and makeup."}]
v_cLvULsyPH4E_210.0_360.0.mp4	[{"caption": "Woman goes through her makeup collection."}]
v_cLvULsyPH4E_360.0_510.0.mp4	[{"caption": "Dash cam view of a car in travel."}]
v_cLvULsyPH4E_660.0_810.0.mp4	[{"caption": "Girl is sleeping in the back of a car."}]
v_cLvULsyPH4E_510.0_660.0.mp4	[{"caption": "Dolls are kept in ornament display cases."}]
v_bowYAwxuG-c_60.0_210.0.mp4	[{"caption": "tourist gather to film beautiful Chicago skyscraper"}]
v_bowYAwxuG-c_360.0_510.0.mp4	[{"caption": "A girl entering a room hotel and checking out the view"}]
v_bowYAwxuG-c_210.0_360.0.mp4	[{"caption": "A woman is having snacks and hanging out near a Christmas tree with a city view of skyscrapers behind her at night."}]
v_3UPP_WRL86c_60.0_210.0.mp4	[{"caption": "Indian family ride in rakshaw"}]
v_3UPP_WRL86c_360.0_510.0.mp4	[{"caption": "Striped shirt woman sits in a desk in her bedroom."}]
v_3UPP_WRL86c_210.0_360.0.mp4	[{"caption": "The view from a train window."}]
v_N1fXNtRIHJM_360.0_510.0.mp4	[{"caption": "Indian tourist showing some beautiful scene from broth valley"}]
v_N1fXNtRIHJM_60.0_210.0.mp4	[{"caption": "Indian man touching his hair and head while his friend record a selfie video"}]
v_N1fXNtRIHJM_210.0_360.0.mp4	[{"caption": "Two friends eat pasta together."}]
v_mpVKDcu6R5Y_210.0_360.0.mp4	[{"caption": "The girls scream with excitement as they leave the airport."}]
v_mpVKDcu6R5Y_60.0_210.0.mp4	[{"caption": "Two women are sitting together on a plane with the one on the left with a neck pillow."}]
v_mpVKDcu6R5Y_360.0_510.0.mp4	[{"caption": "Woman in black bra drinks multiple drinks."}]
v_mpVKDcu6R5Y_510.0_660.0.mp4	[{"caption": "Woman is dancing at a bar in front of a man."}]
v_WC9KLy8Py-k_60.0_210.0.mp4	[{"caption": "A guy cuddling and filming his cats"}]
v_WC9KLy8Py-k_360.0_510.0.mp4	[{"caption": "Drive way to a airport parking"}]
v_WC9KLy8Py-k_210.0_360.0.mp4	[{"caption": "Two guys wearing sunglasses talking during a road trip"}]
v_WC9KLy8Py-k_510.0_660.0.mp4	[{"caption": "Walking through the lobby area of a hotel."}]
v_WC9KLy8Py-k_660.0_810.0.mp4	[{"caption": "A guy with stroppy top is walking in the airport terminals."}]
v_av5DZl8MvcQ_60.0_210.0.mp4	[{"caption": "Highlights of Our travel VLOG"}]
v_av5DZl8MvcQ_360.0_510.0.mp4	[{"caption": "A woman in a white shirt opens a case of lipstick and displays it."}]
v_av5DZl8MvcQ_210.0_360.0.mp4	[{"caption": "Woman is holding up a yellow bag."}]
v_av5DZl8MvcQ_660.0_810.0.mp4	[{"caption": "A cat moves around on the floor."}]
v_qHSeudOaXwk_360.0_510.0.mp4	[{"caption": "Three women in a bar or restaurant sing and dance together"}]
v_qHSeudOaXwk_210.0_360.0.mp4	[{"caption": "Woman does her makeup then puts it in the bag."}]
v_qHSeudOaXwk_60.0_210.0.mp4	[{"caption": "Woman holds up a paper folder."}]
v_SST7vk2qmCY_60.0_210.0.mp4	[{"caption": "A woman wearing glasses shouting with a microphone"}]
v_SST7vk2qmCY_210.0_360.0.mp4	[{"caption": "A woman shouts, holding a microphone in a court room."}]
v_DtLI1xR051U_210.0_360.0.mp4	[{"caption": "Kids checking out their goodies and chocolates during Easter"}]
v_DtLI1xR051U_60.0_210.0.mp4	[{"caption": "Kid's funny pick of candy, crisps  and coke on a kid's day out"}]
v_DtLI1xR051U_360.0_510.0.mp4	[{"caption": "a little boy is playing inside a waterslide"}]
v_aePha0zWX7c_210.0_360.0.mp4	[{"caption": "A man videotaping a statue and a man playing an instrument and singing in the middle of square."}]
v_aePha0zWX7c_60.0_210.0.mp4	[{"caption": "A girl eating her dinner at dark light restaurant"}]
v_aePha0zWX7c_360.0_510.0.mp4	[{"caption": "Man and woman ride in a green cart."}]
v_GrxpxImALZo_60.0_210.0.mp4	[{"caption": "Woman looks at her phone in her bathrobe on the roof."}]
v_GrxpxImALZo_210.0_360.0.mp4	[{"caption": "A young woman in a bathrobe listens to headphones and enjoys a cup of coffee on her huge bacony amidst city highrises"}]
v_tvSJ1O8esRE_60.0_210.0.mp4	[{"caption": "Boys are at wrestling practice."}]
v_FlIZP8D0_gQ_60.0_210.0.mp4	[{"caption": "A woman looks at a sumptous breakfast buffet at a resort"}]
v_FlIZP8D0_gQ_360.0_510.0.mp4	[{"caption": "Tourist girl filming elegant hotel room"}]
v_FlIZP8D0_gQ_210.0_360.0.mp4	[{"caption": "Woman points to everything on a table."}]
v_4G9S-eoLgX4_210.0_360.0.mp4	[{"caption": "A group of men is walking in a deserted path."}]
v_4G9S-eoLgX4_360.0_510.0.mp4	[{"caption": "Soldiers are escorting people walking down a dirt road."}]
v_4G9S-eoLgX4_60.0_210.0.mp4	[{"caption": "Google maps of the desert is shown with red circles."}]
v_sa-O_S2jzCw_60.0_210.0.mp4	[{"caption": "Scenes of mountains and hills are shown from a car."}]
v_sa-O_S2jzCw_210.0_360.0.mp4	[{"caption": "A man walking and talking on a mountain path passes a pack mule with a large load walking by itself, with people trailing far behind"}]
v_sa-O_S2jzCw_360.0_510.0.mp4	[{"caption": "A boy is hiking on the big mountain"}]
v_S1DZb9SkrK8_60.0_210.0.mp4	[{"caption": "Man in red hoodie has his kid on his back."}]
v_S1DZb9SkrK8_210.0_360.0.mp4	[{"caption": "A man in an orange hoodie holds a kid on his back then starts to gesture and laugh."}]
v_S1DZb9SkrK8_360.0_510.0.mp4	[{"caption": "African American pop star sharing some movements"}]
v_0lbehz52PFU_60.0_210.0.mp4	[{"caption": "Weather reporter reports about winter storm"}]
v_0lbehz52PFU_210.0_360.0.mp4	[{"caption": "A TV newscast reports on people digging out from the snow at homes and roadways"}]
v_eX-EpPDjlUs_210.0_360.0.mp4	[{"caption": "A woman in a green shirt by a palm plant is talking while a child plays with her hair."}]
v_eX-EpPDjlUs_360.0_510.0.mp4	[{"caption": "An Indian woman walking near a park and talking to the camera after a photo shoot."}]
v_eX-EpPDjlUs_60.0_210.0.mp4	[{"caption": "Woman with wet hair talks about and uses several facial skincare products"}]
v_eX-EpPDjlUs_510.0_660.0.mp4	[{"caption": "Vloggers go past a tea cart."}]
v_xUb7T-C0Yt4_360.0_510.0.mp4	[{"caption": "Blonde woman travels in a canoe."}]
v_xUb7T-C0Yt4_210.0_360.0.mp4	[{"caption": "A brownish, silt filled river cuts through a landscape covered in trees."}]
v_xUb7T-C0Yt4_60.0_210.0.mp4	[{"caption": "A fork in the murky brown river flows around tree on an island in the middle of it."}]
v_c-fzjF9ubUc_360.0_510.0.mp4	[{"caption": "Putin and Trump walk up to the podium then speak."}]
v_c-fzjF9ubUc_210.0_360.0.mp4	[{"caption": "President Trump is speaking and gesturing outside with the sun in his face."}]
v_c-fzjF9ubUc_60.0_210.0.mp4	[{"caption": "The people's faces are shown in circles."}]
v_g6cmukMZBug_60.0_210.0.mp4	[{"caption": "Woman holds up a camera in the mirror."}]
v_g6cmukMZBug_210.0_360.0.mp4	[{"caption": "Girl setting her stuff in new room"}]
v_h6sCcWcLU7A_60.0_210.0.mp4	[{"caption": "A large group of students are standing around outside."}]
